Entidad,Municipio,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,mean_ann,std_ann,max_ann,min_ann,sum_all,trend_slope,mean_last3,growth_last,cluster,risk_zone
HIDALGO,HUEHUETLA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.18181818181818182,0.5749595745760689,2.0,0.0,4.756777756394251,0.09090909090909093,0.6666666666666666,3.0,3,1
HIDALGO,HUEJUTLA DE REYES,17.0,60.0,58.0,40.0,31.0,23.0,22.0,27.0,16.0,13.0,7.0,28.545454545454547,16.6971071874667,60.0,7.0,426.2425617329213,-3.6272727272727288,12.0,0.5833333333333334,0,2
HIDALGO,HUICHAPAN,35.0,54.0,70.0,99.0,77.0,42.0,17.0,20.0,19.0,34.0,21.0,44.36363636363637,26.168241429338202,99.0,17.0,674.5318777929746,-4.736363636363639,24.666666666666668,0.8513513513513513,0,2
HIDALGO,IXMIQUILPAN,115.0,138.0,223.0,291.0,164.0,92.0,124.0,103.0,79.0,59.0,81.0,133.54545454545453,66.14634413915259,291.0,59.0,2018.6917986846072,-12.127272727272732,73.0,1.1095890410958904,3,1
HIDALGO,JACALA DE LEDEZMA,1.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8181818181818182,1.1134044285378082,4.0,0.0,14.931586246719627,-0.15454545454545457,0.3333333333333333,3.0,3,1
HIDALGO,JALTOCAN,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.36363636363636365,0.4810456929208347,1.0,0.0,5.844682056557198,0.027272727272727282,0.3333333333333333,0.0,0,2
HIDALGO,JUAREZ HIDALGO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2
HIDALGO,LA MISION,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.36363636363636365,0.7713892158398701,2.0,0.0,7.135025579476233,0.10909090909090917,0.6666666666666666,3.0,3,1
HIDALGO,LOLOTLA,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,0.77138921583987,2.0,0.0,7.135025579476233,-0.12727272727272732,0.0,0.0,0,2
HIDALGO,METEPEC,4.0,0.0,5.0,9.0,5.0,8.0,3.0,6.0,4.0,7.0,7.0,5.2727272727272725,2.415514591924804,9.0,0.0,74.68824186465207,0.290909090909091,6.0,1.1666666666666667,3,1
HIDALGO,METZTITLAN,3.0,2.0,1.0,9.0,3.0,4.0,4.0,7.0,8.0,7.0,0.0,4.363636363636363,2.837179369877679,9.0,0.0,64.20081573351405,0.2090909090909092,5.0,0.0,0,2
HIDALGO,MINERAL DE LA REFORMA,256.0,238.0,238.0,233.0,218.0,137.0,151.0,184.0,261.0,207.0,116.0,203.54545454545453,47.43486181810251,261.0,47.43486181810251,2798.4151781816595,-8.363636363636369,194.66666666666666,0.5958904109589042,0,2
HIDALGO,MINERAL DEL CHICO,0.0,1.0,1.0,5.0,4.0,1.0,3.0,1.0,4.0,3.0,1.0,2.1818181818181817,1.5850541612875175,5.0,0.0,32.766872343105696,0.11818181818181822,2.6666666666666665,0.375,0,2
HIDALGO,MINERAL DEL MONTE,2.0,3.0,13.0,6.0,10.0,7.0,5.0,12.0,13.0,2.0,6.0,7.181818181818182,4.018552019145517,13.0,2.0,105.2003702009637,0.20909090909090916,7.0,0.8571428571428571,0,2
HIDALGO,MIXQUIAHUALA DE JUAREZ,35.0,51.0,110.0,234.0,132.0,69.0,61.0,96.0,78.0,73.0,32.0,88.27272727272727,54.379292364065655,234.0,32.0,1379.6520196367928,-3.3636363636363655,61.0,0.5245901639344263,0,2
HIDALGO,MOLANGO DE ESCAMILLA,1.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,3.0,1.0,1.1818181818181819,0.9359663764533638,3.0,0.0,18.117784558271545,0.05454545454545457,1.3333333333333333,0.75,0,2
HIDALGO,NICOLAS FLORES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2
HIDALGO,NOPALA DE VILLAGRAN,4.0,16.0,1.0,7.0,5.0,22.0,6.0,2.0,4.0,3.0,1.0,6.454545454545454,6.315401611984876,22.0,1.0,106.76994706653034,-0.6090909090909093,2.6666666666666665,0.375,0,2
HIDALGO,OMITLAN DE JUAREZ,0.0,0.0,4.0,3.0,5.0,3.0,4.0,2.0,5.0,2.0,0.0,2.5454545454545454,1.827250112931071,5.0,0.0,37.372704658385615,0.07272727272727278,2.3333333333333335,0.0,0,2
HIDALGO,PACHUCA DE SOTO,730.0,802.0,1216.0,1203.0,1115.0,758.0,613.0,701.0,697.0,523.0,341.0,790.8181818181819,266.83662627901543,1216.0,266.83662627901543,11239.491434376212,-55.6727272727273,520.3333333333334,0.6553491351697629,4,3
HIDALGO,PACULA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2
HIDALGO,PISAFLORES,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.45454545454545453,0.49792959773196915,1.0,0.0,6.952475052277423,0.036363636363636376,0.6666666666666666,0.0,0,2
HIDALGO,PROGRESO DE OBREGON,17.0,46.0,15.0,35.0,24.0,46.0,28.0,46.0,28.0,28.0,21.0,30.363636363636363,10.93179455676903,46.0,10.93179455676903,432.22722547717444,0.11818181818181793,25.666666666666668,0.8181818181818181,0,2
HIDALGO,SAN AGUSTIN METZQUITITLAN,3.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,2.0,3.0,0.0,1.2727272727272727,1.28564869306645,3.0,0.0,19.558375965793722,-0.03636363636363641,1.6666666666666667,0.0,0,2
HIDALGO,SAN AGUSTIN TLAXIACA,29.0,25.0,19.0,17.0,16.0,13.0,21.0,19.0,15.0,13.0,7.0,17.636363636363637,5.756778254177297,29.0,5.756778254177297,252.14992014471824,-1.463636363636364,11.666666666666666,0.6,0,2
HIDALGO,SAN BARTOLO TUTOTEPEC,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.5454545454545454,0.8907235428302466,2.0,0.0,9.436178088284791,0.054545454545454584,0.6666666666666666,0.0,0,2
HIDALGO,SAN FELIPE ORIZATLAN,0.0,4.0,0.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,1.2727272727272727,1.1354541815269814,4.0,0.0,20.408181454254255,-0.04545454545454548,1.0,1.0,0,2
HIDALGO,SAN SALVADOR,20.0,26.0,18.0,32.0,21.0,14.0,24.0,27.0,28.0,17.0,12.0,21.727272727272727,5.955759765148801,32.0,5.955759765148801,304.63879225757034,-0.4818181818181821,19.0,0.631578947368421,0,2
HIDALGO,SANTIAGO DE ANAYA,13.0,11.0,5.0,7.0,8.0,3.0,8.0,8.0,9.0,7.0,2.0,7.363636363636363,3.053246477044848,13.0,2.0,106.41688284068121,-0.5181818181818184,6.0,0.3333333333333333,0,2
HIDALGO,SANTIAGO TULANTEPEC DE LUGO GUERRERO,13.0,13.0,5.0,63.0,54.0,52.0,32.0,55.0,59.0,67.0,28.0,40.09090909090909,21.479184619087068,67.0,5.0,574.5700937099962,3.7727272727272747,51.333333333333336,0.5454545454545454,0,2
HIDALGO,SINGUILUCAN,27.0,31.0,20.0,50.0,29.0,23.0,25.0,33.0,13.0,19.0,21.0,26.454545454545453,9.277182530406488,50.0,9.277182530406488,386.0089105153584,-1.245454545454546,17.666666666666668,1.1886792452830188,3,1
HIDALGO,TASQUILLO,8.0,8.0,3.0,12.0,12.0,2.0,3.0,6.0,2.0,3.0,3.0,5.636363636363637,3.649974527251769,12.0,2.0,85.28633816361541,-0.6272727272727275,2.6666666666666665,1.125,3,1
HIDALGO,TECOZAUTLA,8.0,19.0,8.0,11.0,4.0,11.0,2.0,11.0,5.0,8.0,1.0,8.0,4.842989309769892,19.0,1.0,120.84298930976989,-0.8181818181818185,4.666666666666667,0.21428571428571427,0,2
HIDALGO,TENANGO DE DORIA,0.0,1.0,5.0,3.0,5.0,4.0,2.0,0.0,2.0,6.0,0.0,2.5454545454545454,2.104697618689132,6.0,0.0,38.65015216414368,0.018181818181818153,2.6666666666666665,0.0,0,2
HIDALGO,TEPEAPULCO,213.0,195.0,215.0,225.0,166.0,97.0,51.0,68.0,95.0,110.0,49.0,134.9090909090909,65.88896244365081,225.0,49.0,1958.7980533527418,-17.718181818181826,84.66666666666667,0.5787401574803149,0,2
HIDALGO,TEPEHUACAN DE GUERRERO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.36363636363636365,0.642824346533225,2.0,0.0,7.006460710169589,0.11818181818181822,1.0,1.0,0,2
HIDALGO,TEPEJI DEL RIO DE OCAMPO,87.0,94.0,132.0,127.0,104.0,109.0,99.0,133.0,72.0,86.0,85.0,102.54545454545455,19.72245437595357,133.0,19.72245437595357,1402.9903632973615,-1.9545454545454555,81.0,1.0493827160493827,0,2
HIDALGO,TEPETITLAN,2.0,13.0,1.0,2.0,5.0,7.0,1.0,3.0,1.0,2.0,1.0,3.4545454545454546,3.525585350848239,13.0,1.0,58.98013080539369,-0.4636363636363638,1.3333333333333333,0.75,0,2
HIDALGO,TETEPANGO,1.0,4.0,1.0,1.0,14.0,10.0,7.0,3.0,9.0,5.0,4.0,5.363636363636363,4.028821782938244,14.0,1.0,83.3924581465746,0.3636363636363637,6.0,0.6666666666666666,0,2
HIDALGO,TEZONTEPEC DE ALDAMA,29.0,47.0,18.0,49.0,55.0,63.0,76.0,45.0,74.0,68.0,42.0,51.45454545454545,17.348637024607157,76.0,17.348637024607157,728.1518195037597,3.0000000000000004,61.333333333333336,0.6847826086956521,0,2
HIDALGO,TIANGUISTENGO,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.5454545454545454,0.7820295697311479,2.0,0.0,9.327484115185694,0.009090909090909087,0.3333333333333333,0.0,0,2
HIDALGO,TIZAYUCA,281.0,370.0,354.0,269.0,209.0,243.0,287.0,379.0,427.0,422.0,228.0,315.3636363636364,74.2713363617397,427.0,74.2713363617397,4359.906309087116,4.1818181818181825,359.0,0.6350974930362117,0,2
HIDALGO,TLAHUELILPAN,29.0,17.0,6.0,16.0,25.0,46.0,32.0,26.0,30.0,34.0,13.0,24.90909090909091,10.714938980478232,46.0,6.0,361.62402988956916,0.7909090909090913,25.666666666666668,0.5064935064935064,0,2
HIDALGO,TLAHUILTEPA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2
HIDALGO,TLANALAPA,3.0,14.0,5.0,17.0,11.0,11.0,19.0,7.0,10.0,14.0,6.0,10.636363636363637,4.848106045808503,19.0,3.0,154.48446968217215,0.1636363636363634,10.0,0.6,0,2
HIDALGO,TLANCHINOL,2.0,1.0,0.0,2.0,3.0,6.0,1.0,0.0,5.0,0.0,0.0,1.8181818181818181,1.9917183909278766,6.0,0.0,29.809900209109692,-0.0454545454545455,1.6666666666666667,0.0,0,2
HIDALGO,TLAXCOAPAN,20.0,44.0,119.0,120.0,98.0,61.0,52.0,80.0,65.0,84.0,23.0,69.63636363636364,32.74494472370778,120.0,20.0,1008.3813083600714,-1.0272727272727278,57.333333333333336,0.4011627906976744,0,2
HIDALGO,TOLCAYUCA,12.0,16.0,6.0,26.0,6.0,21.0,17.0,11.0,25.0,37.0,40.0,19.727272727272727,10.921962103868843,40.0,6.0,293.6492348311416,2.3818181818181827,34.0,1.1764705882352942,3,1
HIDALGO,TULA DE ALLENDE,189.0,227.0,429.0,460.0,434.0,311.0,267.0,280.0,279.0,248.0,117.0,294.6363636363636,102.5912212505824,460.0,102.5912212505824,4200.818806137529,-11.390909090909094,214.66666666666666,0.5450310559006212,0,2
HIDALGO,TULANCINGO DE BRAVO,276.0,352.0,868.0,741.0,553.0,341.0,244.0,370.0,345.0,346.0,258.0,426.72727272727275,196.18131266258908,868.0,196.18131266258908,6381.089898052452,-24.854545454545462,316.3333333333333,0.815595363540569,0,2
HIDALGO,VILLA DE TEZONTEPEC,9.0,14.0,4.0,19.0,9.0,15.0,14.0,14.0,16.0,17.0,18.0,13.545454545454545,4.29298871022458,19.0,4.0,189.83844325567912,0.8000000000000004,17.0,1.0588235294117647,0,2
HIDALGO,XOCHIATIPAN,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2727272727272727,0.616575453011388,2.0,0.0,5.889302725738661,-0.027272727272727285,0.3333333333333333,3.0,3,1
HIDALGO,XOCHICOATLAN,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.385694607919935,1.0,0.0,3.5675127897381165,-0.05454545454545457,0.0,0.0,0,2
HIDALGO,YAHUALICA,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.2727272727272727,0.4453617714151233,1.0,0.0,4.7180890441423955,0.009090909090909092,0.0,0.0,0,2
HIDALGO,ZACUALTIPAN DE ANGELES,6.0,10.0,9.0,7.0,10.0,4.0,5.0,2.0,4.0,7.0,7.0,6.454545454545454,2.4629485789352845,10.0,2.0,91.91749403348074,-0.3363636363636365,6.0,1.1666666666666667,3,1
HIDALGO,ZAPOTLAN DE JUAREZ,12.0,17.0,6.0,12.0,8.0,16.0,12.0,9.0,22.0,20.0,20.0,14.0,5.0990195135927845,22.0,5.0990195135927845,200.1980390271856,0.8909090909090912,20.666666666666668,0.9677419354838709,0,2
HIDALGO,ZEMPOALA,76.0,107.0,34.0,56.0,55.0,34.0,64.0,89.0,87.0,96.0,44.0,67.45454545454545,24.09210974709595,107.0,24.09210974709595,964.6387649487374,0.27272727272727276,75.66666666666667,0.5814977973568282,0,2
HIDALGO,ZIMAPAN,10.0,8.0,17.0,18.0,19.0,3.0,6.0,11.0,12.0,5.0,4.0,10.272727272727273,5.462115958472656,19.0,3.0,150.73484323119993,-0.7636363636363639,7.0,0.5714285714285714,0,2
JALISCO,ACATIC,13.0,18.0,45.0,26.0,15.0,20.0,29.0,19.0,32.0,29.0,9.0,23.181818181818183,9.796271849472141,45.0,9.0,341.9780900312903,-0.13636363636363663,23.333333333333332,0.38571428571428573,0,2
JALISCO,ACATLAN DE JUAREZ,15.0,38.0,44.0,51.0,24.0,27.0,27.0,27.0,29.0,24.0,27.0,30.272727272727273,9.696212091617006,51.0,9.696212091617006,433.6651514559612,-0.7818181818181822,26.666666666666668,1.0125,0,2
JALISCO,AHUALULCO DE MERCADO,22.0,20.0,13.0,17.0,13.0,8.0,18.0,7.0,6.0,12.0,13.0,13.545454545454545,5.0337702545116825,22.0,5.0337702545116825,194.61299505447792,-1.0272727272727276,10.333333333333334,1.2580645161290323,3,1
JALISCO,AMACUECA,2.0,1.0,1.0,1.0,3.0,2.0,1.0,4.0,1.0,2.0,1.0,1.7272727272727273,0.9620913858416692,4.0,0.9620913858416692,26.651455498956068,0.027272727272727275,1.3333333333333333,0.75,0,2
JALISCO,AMATITAN,6.0,7.0,14.0,10.0,12.0,10.0,27.0,19.0,27.0,32.0,7.0,15.545454545454545,8.835503138049317,32.0,6.0,233.38095768350385,1.60909090909091,22.0,0.3181818181818182,0,2
JALISCO,AMECA,105.0,64.0,63.0,64.0,34.0,42.0,33.0,46.0,45.0,60.0,37.0,53.90909090909091,19.85609384571692,105.0,19.85609384571692,791.6212786005248,-4.063636363636364,47.333333333333336,0.7816901408450704,0,2
JALISCO,ARANDAS,82.0,96.0,92.0,94.0,70.0,76.0,105.0,76.0,63.0,39.0,38.0,75.54545454545455,21.04697618689132,105.0,21.04697618689132,1053.639406919237,-4.872727272727275,46.666666666666664,0.8142857142857143,0,2
JALISCO,ATEMAJAC DE BRIZUELA,1.0,1.0,1.0,1.0,3.0,0.0,2.0,1.0,3.0,2.0,0.0,1.3636363636363635,0.9791208740244554,3.0,0.0,20.34275723766082,0.036363636363636376,1.6666666666666667,0.0,0,2
JALISCO,ATENGO,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,0.7272727272727273,0.9620913858416693,3.0,0.0,12.689364113114395,0.07272727272727274,1.3333333333333333,0.0,0,2
JALISCO,ATENGUILLO,3.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,1.0909090909090908,1.1642044068059725,3.0,0.0,17.25511349771506,-0.009090909090909056,1.3333333333333333,0.75,0,2
JALISCO,ATOTONILCO EL ALTO,44.0,59.0,59.0,60.0,33.0,37.0,32.0,41.0,37.0,42.0,22.0,42.36363636363637,11.818881098192975,60.0,11.818881098192975,592.0013985600223,-2.5727272727272736,33.666666666666664,0.6534653465346535,0,2
JALISCO,ATOYAC,3.0,4.0,1.0,1.0,3.0,2.0,1.0,3.0,0.0,0.0,3.0,1.9090909090909092,1.3111095547141778,4.0,0.0,28.22020046380509,-0.15454545454545462,1.0,3.0,3,1
JALISCO,AUTLAN DE NAVARRO,60.0,65.0,64.0,43.0,47.0,52.0,46.0,32.0,52.0,40.0,19.0,47.27272727272727,13.16393771628942,65.0,13.16393771628942,658.6006027053061,-3.309090909090911,37.0,0.5135135135135135,0,2
JALISCO,AYOTLAN,16.0,4.0,16.0,16.0,17.0,12.0,8.0,29.0,16.0,9.0,20.0,14.818181818181818,6.350636071481084,29.0,4.0,217.1688178896629,0.5181818181818184,15.0,1.3333333333333333,3,1
JALISCO,AYUTLA,3.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,1.3636363636363635,1.067940011315521,3.0,0.0,20.431576374951884,-0.14545454545454553,1.3333333333333333,0.0,0,2
JALISCO,BOLANOS,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.385694607919935,1.0,0.0,3.5675127897381165,-0.08181818181818186,0.0,0.0,0,2
JALISCO,CABO CORRIENTES,0.0,2.0,1.0,5.0,2.0,0.0,2.0,0.0,1.0,3.0,1.0,1.5454545454545454,1.4373989364401722,5.0,0.0,24.98285348189472,-0.009090909090909118,1.6666666666666667,0.6,0,2
JALISCO,CANADAS DE OBREGON,0.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.9090909090909091,1.083306844346635,3.0,0.0,14.992397753437544,-0.06363636363636366,0.6666666666666666,1.5,3,1
JALISCO,CASIMIRO CASTILLO,2.0,6.0,5.0,1.0,3.0,5.0,3.0,1.0,1.0,10.0,3.0,3.6363636363636362,2.603240193322973,10.0,1.0,57.23960382968661,0.08181818181818179,4.666666666666667,0.6428571428571428,0,2
JALISCO,CHAPALA,53.0,77.0,79.0,84.0,62.0,39.0,55.0,61.0,63.0,72.0,19.0,60.36363636363637,18.03669354536986,84.0,18.03669354536986,844.4370234543761,-2.6454545454545464,51.333333333333336,0.3701298701298701,0,2
JALISCO,CHIMALTITAN,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.36363636363636365,0.642824346533225,2.0,0.0,7.006460710169589,-0.027272727272727292,0.0,0.0,0,2
JALISCO,CHIQUILISTLAN,0.0,2.0,1.0,0.0,0.0,2.0,4.0,1.0,2.0,2.0,0.0,1.2727272727272727,1.2128785512842122,4.0,0.0,20.485605824011486,0.08181818181818186,1.3333333333333333,0.0,0,2
JALISCO,CIHUATLAN,41.0,17.0,17.0,23.0,7.0,17.0,13.0,18.0,15.0,27.0,15.0,19.09090909090909,8.468707591153612,41.0,7.0,285.5596166820627,-0.9090909090909091,19.0,0.7894736842105263,0,2
JALISCO,COCULA,24.0,61.0,77.0,19.0,29.0,10.0,25.0,10.0,25.0,12.0,19.0,28.272727272727273,20.427659097369606,77.0,10.0,446.70038637009685,-3.6272727272727288,18.666666666666668,1.0178571428571428,0,2
JALISCO,COLOTLAN,5.0,8.0,7.0,9.0,8.0,4.0,3.0,5.0,5.0,3.0,5.0,5.636363636363637,1.966664332071267,9.0,1.966664332071267,80.56969230050616,-0.35454545454545466,4.333333333333333,1.153846153846154,3,1
JALISCO,CONCEPCION DE BUENOS AIRES,1.0,5.0,1.0,0.0,3.0,2.0,1.0,1.0,3.0,0.0,0.0,1.5454545454545454,1.4993111365882401,5.0,0.0,25.044765682042787,-0.17272727272727278,1.0,0.0,0,2
JALISCO,CUAUTITLAN DE GARCIA BARRAGAN,0.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,0.0,1.0,1.0,1.1818181818181819,0.8331955809010617,3.0,0.0,18.015013762719242,0.02727272727272727,0.6666666666666666,1.5,3,1
JALISCO,CUAUTLA,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.45454545454545453,0.8907235428302464,3.0,0.0,9.345268997375701,-0.15454545454545462,0.0,0.0,0,2
JALISCO,CUQUIO,1.0,8.0,8.0,3.0,1.0,3.0,2.0,6.0,1.0,2.0,1.0,3.272727272727273,2.631657241114569,8.0,1.0,50.90438451384184,-0.34545454545454557,1.3333333333333333,0.75,0,2
JALISCO,DEGOLLADO,14.0,22.0,13.0,14.0,10.0,8.0,6.0,17.0,10.0,11.0,7.0,12.0,4.47213595499958,22.0,4.47213595499958,174.94427190999915,-0.7818181818181821,9.333333333333334,0.75,0,2
JALISCO,EJUTLA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09090909090909091,0.28747978728803447,1.0,0.0,2.3783888781971254,0.04545454545454546,0.3333333333333333,3.0,3,1
JALISCO,EL ARENAL,21.0,32.0,38.0,28.0,31.0,52.0,77.0,68.0,64.0,83.0,39.0,48.45454545454545,20.428872777889794,83.0,20.428872777889794,705.312291010325,4.527272727272729,62.0,0.6290322580645161,0,2
JALISCO,EL GRULLO,11.0,14.0,6.0,16.0,9.0,16.0,7.0,28.0,12.0,8.0,8.0,12.272727272727273,5.986210048419755,28.0,5.986210048419755,187.2451473695668,0.009090909090909118,9.333333333333334,0.8571428571428571,0,2
JALISCO,EL LIMON,0.0,3.0,4.0,3.0,1.0,2.0,0.0,3.0,1.0,1.0,0.0,1.6363636363636365,1.3666633071248098,4.0,0.0,25.003026943488447,-0.16363636363636375,0.6666666666666666,0.0,0,2
JALISCO,EL SALTO,269.0,357.0,472.0,602.0,574.0,352.0,396.0,486.0,519.0,510.0,338.0,443.1818181818182,102.06220757398908,602.0,102.06220757398908,6124.306233329797,6.254545454545454,455.6666666666667,0.7417702999268471,0,2
JALISCO,ENCARNACION DE DIAZ,22.0,37.0,47.0,51.0,33.0,43.0,62.0,85.0,187.0,158.0,34.0,69.0,51.68787443527121,187.0,22.0,1088.6878744352712,9.645454545454546,126.33333333333333,0.2691292875989446,0,2
JALISCO,ETZATLAN,20.0,9.0,7.0,4.0,5.0,11.0,5.0,2.0,7.0,5.0,5.0,7.2727272727272725,4.653266869843537,20.0,2.0,113.9259941425708,-0.8636363636363638,5.666666666666667,0.8823529411764706,0,2
JALISCO,GOMEZ FARIAS,13.0,3.0,5.0,7.0,4.0,3.0,5.0,4.0,9.0,14.0,9.0,6.909090909090909,3.703917961356975,14.0,3.0,103.61300887044789,0.2818181818181819,10.666666666666666,0.84375,0,2
JALISCO,GUACHINANGO,0.0,1.0,3.0,1.0,1.0,3.0,0.0,0.0,2.0,0.0,2.0,1.1818181818181819,1.1134044285378082,3.0,0.0,18.295222610355992,0.0,1.3333333333333333,1.5,3,1
JALISCO,GUADALAJARA,2816.0,5857.0,9317.0,9588.0,7995.0,4894.0,5006.0,4620.0,3519.0,2976.0,1967.0,5323.181818181818,2498.2966858598907,9588.0,1967.0,77931.4785040417,-418.9818181818183,2820.6666666666665,0.6973528716615458,2,4
JALISCO,HOSTOTIPAQUILLO,3.0,2.0,1.0,5.0,3.0,2.0,3.0,4.0,4.0,4.0,1.0,2.909090909090909,1.2398346997259868,5.0,1.0,42.148925608816896,0.04545454545454547,3.0,0.3333333333333333,0,2
JALISCO,HUEJUCAR,1.0,3.0,0.0,2.0,2.0,2.0,6.0,6.0,6.0,4.0,7.0,3.5454545454545454,2.2709083630539633,7.0,0.0,51.81636290850851,0.581818181818182,5.666666666666667,1.2352941176470587,3,1
JALISCO,HUEJUQUILLA EL ALTO,1.0,1.0,1.0,0.0,4.0,4.0,4.0,2.0,0.0,3.0,3.0,2.090909090909091,1.504813214295168,4.0,0.0,30.59572230520426,0.1727272727272728,2.0,1.5,3,1
JALISCO,IXTLAHUACAN DE LOS MEMBRILLOS,26.0,31.0,64.0,74.0,36.0,24.0,34.0,32.0,39.0,49.0,24.0,39.36363636363637,15.709132996576617,74.0,15.709132996576617,577.7819023567896,-0.9000000000000005,37.333333333333336,0.6428571428571428,0,2
JALISCO,IXTLAHUACAN DEL RIO,9.0,12.0,14.0,12.0,6.0,8.0,7.0,9.0,6.0,4.0,2.0,8.090909090909092,3.4497574474564137,14.0,2.0,116.54066653836551,-0.8727272727272731,4.0,0.5,0,2
JALISCO,JALOSTOTITLAN,43.0,34.0,21.0,34.0,27.0,37.0,16.0,27.0,50.0,29.0,12.0,30.0,10.744977685158096,50.0,10.744977685158096,431.48995537031624,-1.0272727272727278,30.333333333333332,0.39560439560439564,0,2
JALISCO,JAMAY,8.0,14.0,22.0,36.0,28.0,22.0,33.0,24.0,11.0,23.0,10.0,21.0,8.903523306687486,36.0,8.0,304.9035233066875,-0.05454545454545475,14.666666666666666,0.6818181818181819,0,2
JALISCO,JESUS MARIA,21.0,21.0,20.0,24.0,15.0,7.0,8.0,11.0,5.0,4.0,4.0,12.727272727272727,7.337214099629481,24.0,4.0,188.0644868269022,-2.1000000000000005,4.333333333333333,0.9230769230769231,0,2
JALISCO,JILOTLAN DE LOS DOLORES,0.0,1.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.4142135623730951,5.0,0.0,18.414213562373096,-0.10909090909090914,0.6666666666666666,1.5,3,1
JALISCO,JOCOTEPEC,14.0,30.0,33.0,48.0,17.0,17.0,29.0,35.0,26.0,32.0,32.0,28.454545454545453,9.296760299486898,48.0,9.296760299486898,408.0480660535192,0.572727272727273,30.0,1.0666666666666667,0,2
JALISCO,JUANACATLAN,12.0,17.0,28.0,38.0,15.0,19.0,26.0,25.0,30.0,38.0,35.0,25.727272727272727,8.718745834443153,38.0,8.718745834443153,364.16476439615906,1.7272727272727277,34.333333333333336,1.0194174757281553,0,2
JALISCO,JUCHITLAN,0.0,0.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.7272727272727273,1.0523488093445659,4.0,0.0,25.77962153661729,0.1090909090909091,2.0,1.0,0,2
JALISCO,LA BARCA,36.0,37.0,51.0,48.0,55.0,41.0,26.0,30.0,20.0,18.0,21.0,34.81818181818182,12.3643047947651,55.0,12.3643047947651,497.54679140771196,-2.8090909090909104,19.666666666666668,1.0677966101694916,0,2
JALISCO,LA HUERTA,9.0,4.0,10.0,3.0,2.0,5.0,4.0,14.0,3.0,10.0,7.0,6.454545454545454,3.6522380775637573,14.0,2.0,97.1067835321092,0.1545454545454547,6.666666666666667,1.05,0,2
JALISCO,LA MANZANILLA DE LA PAZ,1.0,1.0,2.0,1.0,1.0,0.0,6.0,1.0,2.0,1.0,1.0,1.5454545454545454,1.4993111365882401,6.0,0.0,26.044765682042787,0.04545454545454549,1.3333333333333333,0.75,0,2
